X,Y,U,V
8.5,-6.5,-3.64204,-0.893331
9,-6.5,-3.63803,-0.909509
9.5,-6.5,-3.6338,-0.926264
10,-6.5,-3.62933,-0.943627
10.5,-6.5,-3.61661,-0.958204
11,-6.5,-3.58132,-0.96117
11.5,-6.5,-3.52047,-0.943408
12,-6.5,-3.41666,-0.875839
12.5,-6.5,-3.25477,-0.69287
13,-6.5,-3.07626,-0.282468
13.5,-6.5,-3.10577,0.366106
14,-6.5,-3.58232,0.743038
14.5,-6.5,-3.57461,0.718437
15,-6.5,-3.56638,0.692779
15.5,-6.5,-4.04133,0.265463
16,-6.5,-4.06817,-0.433749
16.5,-6.5,-3.88588,-0.895169
17,-6.5,-3.71908,-1.12967
17.5,-6.5,-3.60916,-1.24941
18,-6.5,-3.54097,-1.32013
18.5,-6.5,-3.49703,-1.37104
19,-6.5,-3.47425,-1.41141
19.5,-6.5,-3.45823,-1.45023
20,-6.5,-3.44083,-1.49103
20.5,-6.5,-3.42191,-1.53396
21,-6.5,-3.36301,-1.56003
21.5,-6.5,-3.28494,-1.57052
22,-6.5,-3.1621,-1.53305
22.5,-6.5,-2.97916,-1.38217
23,-6.5,-2.77729,-1.00598
23.5,-6.5,-2.78084,-0.393898
24,-6.5,-3.22847,-0.0558831
24.5,-6.5,-3.18849,-0.121978
25,-6.5,-3.26637,-0.210651
25.5,-6.5,-3.61995,-0.804946
26,-6.5,-3.5316,-1.52529
26.5,-6.5,-3.29122,-1.98508
27,-6.5,-3.07842,-2.24473
27.5,-6.5,-2.91377,-2.40987
28,-6.5,-2.77862,-2.53686
28.5,-6.5,-2.65165,-2.65165
29,-6.5,-2.54355,-2.75551
29.5,-6.5,-2.42228,-2.8627
30,-6.5,-2.28642,-2.97234
30.5,-6.5,-2.13454,-3.08322
31,-6.5,-1.96537,-3.19372
31.5,-6.5,-1.77787,-3.30177
32,-6.5,-1.57147,-3.40485
32.5,-6.5,-1.34617,-3.50005
33,-6.5,-1.10282,-3.58417
33.5,-6.5,-0.843223,-3.65397
34,-6.5,-0.570214,-3.70639
34.5,-6.5,-0.287612,-3.73895
35,-6.5,0,-3.75
35.5,-6.5,0.287612,-3.73895
36,-6.5,0.570214,-3.70639
36.5,-6.5,0.843223,-3.65397
37,-6.5,1.10282,-3.58417
37.5,-6.5,1.34617,-3.50005
38,-6.5,1.57147,-3.40485
38.5,-6.5,1.77787,-3.30177
39,-6.5,1.96537,-3.19372
39.5,-6.5,2.13454,-3.08322
-10,-6,-3.7171,-0.495614
-9.5,-6,-3.71637,-0.501084
-9,-6,-3.71561,-0.506675
-8.5,-6,-3.71483,-0.51239
-8,-6,-3.71402,-0.518235
-7.5,-6,-3.71318,-0.524214
-7,-6,-3.71231,-0.53033
-6.5,-6,-3.71141,-0.53659
25.5,-6,-5.46876,1.82783
26,-6,-4.53536,-0.793608
26.5,-6,-3.73059,-1.74571
27,-6,-3.30029,-2.10701
27.5,-6,-3.05933,-2.29219
28,-6,-2.89834,-2.42397
28.5,-6,-2.75551,-2.54355
29,-6,-2.65165,-2.65165
29.5,-6,-2.53397,-2.76433
30,-6,-2.40069,-2.88083
30.5,-6,-2.25,-3
31,-6,-2.08013,-3.12019
31.5,-6,-1.88952,-3.23917
32,-6,-1.67705,-3.3541
32.5,-6,-1.44231,-3.46154
33,-6,-1.18585,-3.55756
33.5,-6,-0.909509,-3.63803
34,-6,-0.616496,-3.69898
34.5,-6,-0.311421,-3.73705
35,-6,0,-3.75
35.5,-6,0.311421,-3.73705
36,-6,0.616496,-3.69898
36.5,-6,0.909509,-3.63803
37,-6,1.18585,-3.55756
37.5,-6,1.44231,-3.46154
38,-6,1.67705,-3.3541
38.5,-6,1.88952,-3.23917
39,-6,2.08013,-3.12019
39.5,-6,2.25,-3
-10,-5.5,-3.7223,-0.454948
-9.5,-5.5,-3.72168,-0.459983
-9,-5.5,-3.72104,-0.46513
-8.5,-5.5,-3.72038,-0.470393
-8,-5.5,-3.7197,-0.475775
-7.5,-5.5,-3.71899,-0.481281
-7,-5.5,-3.71825,-0.486914
-6.5,-5.5,-3.71749,-0.49268
25.5,-5.5,-16.2216,8.93466
26,-5.5,-6.8014,-0.318348
26.5,-5.5,-4.32552,-1.66934
27,-5.5,-3.53531,-2.01849
27.5,-5.5,-3.2029,-2.18321
28,-5.5,-3.01724,-2.30577
28.5,-5.5,-2.8627,-2.42228
29,-5.5,-2.76433,-2.53397
29.5,-5.5,-2.65165,-2.65165
30,-5.5,-2.52252,-2.77478
30.5,-5.5,-2.37464,-2.90234
31,-5.5,-2.20564,-3.03276
31.5,-5.5,-2.01328,-3.16373
32,-5.5,-1.7957,-3.29211
32.5,-5.5,-1.55176,-3.41387
33,-5.5,-1.28154,-3.52423
33.5,-5.5,-0.98669,-3.61786
34,-5.5,-0.67082,-3.68951
34.5,-5.5,-0.339509,-3.7346
35,-5.5,0,-3.75
35.5,-5.5,0.339509,-3.7346
36,-5.5,0.67082,-3.68951
36.5,-5.5,0.98669,-3.61786
37,-5.5,1.28154,-3.52423
37.5,-5.5,1.55176,-3.41387
38,-5.5,1.7957,-3.29211
38.5,-5.5,2.01328,-3.16373
39,-5.5,2.20564,-3.03276
39.5,-5.5,2.37464,-2.90234
-10,-5,-3.72706,-0.414118
-9.5,-5,-3.72655,-0.418714
-9,-5,-3.72602,-0.423411
-8.5,-5,-3.72547,-0.428215
-8,-5,-3.7249,-0.433128
-7.5,-5,-3.72431,-0.438155
-7,-5,-3.72371,-0.443298
-6.5,-5,-3.72308,-0.448563
25.5,-5,-42.6703,-1.74655
26,-5,-8.72512,-1.82116
26.5,-5,-4.6971,-1.90133
27,-5,-3.6929,-1.9875
27.5,-5,-3.31932,-2.08013
28,-5,-3.12703,-2.17964
28.5,-5,-2.97234,-2.28642
29,-5,-2.88083,-2.40069
29.5,-5,-2.77478,-2.52252
30,-5,-2.65165,-2.65165
30.5,-5,-2.50862,-2.78735
31,-5,-2.34261,-2.92826
31.5,-5,-2.15048,-3.07212
32,-5,-1.92936,-3.2156
32.5,-5,-1.67705,-3.3541
33,-5,-1.39272,-3.48179
33.5,-5,-1.07755,-3.59185
34,-5,-0.735436,-3.67718
34.5,-5,-0.373139,-3.73139
35,-5,0,-3.75
35.5,-5,0.373139,-3.73139
36,-5,0.735436,-3.67718
36.5,-5,1.07755,-3.59185
37,-5,1.39272,-3.48179
37.5,-5,1.67705,-3.3541
38,-5,1.92936,-3.2156
38.5,-5,2.15048,-3.07212
39,-5,2.34261,-2.92826
39.5,-5,2.50862,-2.78735
-10,-4.5,-3.73139,-0.373139
-9.5,-4.5,-3.73097,-0.377289
-9,-4.5,-3.73054,-0.381533
-8.5,-4.5,-3.73009,-0.385872
-8,-4.5,-3.72963,-0.39031
-7.5,-4.5,-3.72915,-0.394852
-7,-4.5,-3.72866,-0.399499
-6.5,-4.5,-3.72815,-0.404257
-4.5,-4.5,-3.7259,-0.42447
-4,-4.5,-3.72528,-0.42984
-3.5,-4.5,-3.72464,-0.435348
-3,-4.5,-3.72398,-0.440998
-2.5,-4.5,-3.72329,-0.446795
-2,-4.5,-3.72257,-0.452745
-1.5,-4.5,-3.72182,-0.458855
-1,-4.5,-3.72104,-0.46513
-0.5,-4.5,-3.72023,-0.471578
0,-4.5,-3.71938,-0.478207
0.5,-4.5,-3.7185,-0.485022
1,-4.5,-3.71758,-0.492033
1.5,-4.5,-3.71662,-0.499247
2,-4.5,-3.71561,-0.506675
2.5,-4.5,-2.26325,-0.998096
3,-4.5,0.897683,-2.82778
3.5,-4.5,12.7522,-16.9948
5.5,-4.5,-20.1716,-17.03
6,-4.5,-8.3168,-2.88059
6.5,-4.5,-5.15543,-1.06863
7,-4.5,-3.70249,-0.595043
7.5,-4.5,-3.70078,-0.605582
8,-4.5,-3.69898,-0.616496
8.5,-4.5,-3.69707,-0.627805
9,-4.5,-3.69506,-0.63953
9.5,-4.5,-3.69294,-0.651695
10,-4.5,-3.69069,-0.664324
10.5,-4.5,-3.66229,-0.681159
11,-4.5,-3.60174,-0.705087
11.5,-4.5,-3.46851,-0.748185
12,-4.5,-3.14363,-0.854192
12.5,-4.5,-2.22586,-1.21921
13,-4.5,0.937215,-3.05706
13.5,-4.5,12.794,-17.2327
15.5,-4.5,-20.1184,-17.3077
16,-4.5,-8.2602,-3.16982
16.5,-4.5,-5.09507,-1.37009
17,-4.5,-4.18249,-1.06134
17.5,-4.5,-3.85192,-0.993338
18,-4.5,-3.71255,-0.988793
18.5,-4.5,-3.64544,-1.00453
19,-4.5,-3.60994,-1.02901
19.5,-4.5,-3.6013,-1.05926
20,-4.5,-3.59154,-1.09129
20.5,-4.5,-3.57958,-1.12579
21,-4.5,-3.4823,-1.17699
21.5,-4.5,-3.33703,-1.24555
22,-4.5,-2.99876,-1.37868
22.5,-4.5,-2.07701,-1.75397
23,-4.5,1.09991,-3.62229
23.5,-4.5,12.9723,-17.831
25.5,-4.5,-16.3653,-12.4189
26,-4.5,-6.9557,-3.31414
26.5,-4.5,-4.49134,-2.12243
27,-4.5,-3.71356,-1.94447
27.5,-4.5,-3.39448,-1.96376
28,-4.5,-3.22297,-2.0389
28.5,-4.5,-3.08322,-2.13454
29,-4.5,-3,-2.25
29.5,-4.5,-2.90234,-2.37464
30,-4.5,-2.78735,-2.50862
30.5,-4.5,-2.65165,-2.65165
31,-4.5,-2.49136,-2.80278
31.5,-4.5,-2.30228,-2.96007
32,-4.5,-2.08013,-3.12019
32.5,-4.5,-1.82116,-3.27809
33,-4.5,-1.5,-3.375
33.5,-4.5,-1.125,-3.375
34,-4.5,-0.75,-3.375
34.5,-4.5,-0.375,-3.375
35,-4.5,0,-3.375
35.5,-4.5,0.375,-3.375
36,-4.5,0.75,-3.375
36.5,-4.5,1.125,-3.375
37,-4.5,1.5,-3.375
37.5,-4.5,1.82116,-3.27809
38,-4.5,2.08013,-3.12019
38.5,-4.5,2.30228,-2.96007
39,-4.5,2.49136,-2.80278
39.5,-4.5,2.65165,-2.65165
-10,-4,-3.73527,-0.332024
-9.5,-4,-3.73494,-0.335725
-9,-4,-3.7346,-0.339509
-8.5,-4,-3.73425,-0.343379
-8,-4,-3.73388,-0.347338
-7.5,-4,-3.7335,-0.351388
-7,-4,-3.73311,-0.355534
-6.5,-4,-3.7327,-0.359778
-4.5,-4,-3.73092,-0.377815
-4,-4,-3.73043,-0.382608
-3.5,-4,-3.72992,-0.387524
-3,-4,-3.7294,-0.392568
-2.5,-4,-3.72885,-0.397744
-2,-4,-3.72828,-0.403057
-1.5,-4,-3.72768,-0.408513
-1,-4,-3.72706,-0.414118
-0.5,-4,-3.72642,-0.419878
0,-4,-3.72575,-0.4258
0.5,-4,-3.72505,-0.431889
1,-4,-3.72431,-0.438155
1.5,-4,-3.72355,-0.444603
2,-4,-3.72275,-0.451243
2.5,-4,-2.94184,-0.978135
3,-4,-2.10493,-2.08125
3.5,-4,-1.41455,-5.08354
5.5,-4,-6.02157,-5.11501
6,-4,-5.33095,-2.12851
6.5,-4,-4.49368,-1.04126
7,-4,-3.71231,-0.53033
7.5,-4,-3.71095,-0.539774
8,-4,-3.70951,-0.549557
8.5,-4,-3.708,-0.559698
9,-4,-3.70639,-0.570214
9.5,-4,-3.7047,-0.581129
10,-4,-3.7029,-0.592464
10.5,-4,-3.68306,-0.60937
11,-4,-3.63615,-0.637439
11.5,-4,-3.54137,-0.691432
12,-4,-3.34176,-0.818923
12.5,-4,-2.91203,-1.17643
13,-4,-2.0734,-2.28694
13.5,-4,-1.38116,-5.29705
15.5,-4,-5.97908,-5.36469
16,-4,-5.29768,-2.40466
16.5,-4,-4.45443,-1.32703
17,-4,-4.01939,-1.00169
17.5,-4,-3.81424,-0.905944
18,-4,-3.71421,-0.8841
18.5,-4,-3.66252,-0.889805
19,-4,-3.63803,-0.909509
19.5,-4,-3.63104,-0.937043
20,-4,-3.62338,-0.966284
20.5,-4,-3.61472,-0.998906
21,-4,-3.54151,-1.05616
21.5,-4,-3.43646,-1.13646
22,-4,-3.22486,-1.29164
22.5,-4,-2.78184,-1.67784
23,-4,-1.94145,-2.80197
23.5,-4,-1.23629,-5.8431
25.5,-4,-5.75431,-5.28551
26,-4,-4.84196,-2.80954
26.5,-4,-4.06003,-2.01359
27,-4,-3.65439,-1.82004
27.5,-4,-3.4399,-1.81512
28,-4,-3.30704,-1.87701
28.5,-4,-3.19372,-1.96537
29,-4,-3.12019,-2.08013
29.5,-4,-3.03276,-2.20564
30,-4,-2.92826,-2.34261
30.5,-4,-2.80278,-2.49136
31,-4,-2.65165,-2.65165
31.5,-4,-2.46939,-2.82216
32,-4,-2.25,-3
32.5,-4,-1.875,-3
33,-4,-1.5,-3
33.5,-4,-1.125,-3
34,-4,-0.75,-3
34.5,-4,-0.375,-3
35,-4,0,-3
35.5,-4,0.375,-3
36,-4,0.75,-3
36.5,-4,1.125,-3
37,-4,1.5,-3
37.5,-4,1.875,-3
38,-4,2.25,-3
38.5,-4,2.46939,-2.82216
39,-4,2.65165,-2.65165
39.5,-4,2.80278,-2.49136
-10,-3.5,-3.73871,-0.290788
-9.5,-3.5,-3.73845,-0.294036
-9,-3.5,-3.73819,-0.297356
-8.5,-3.5,-3.73792,-0.300752
-8,-3.5,-3.73764,-0.304226
-7.5,-3.5,-3.73735,-0.307782
-7,-3.5,-3.73705,-0.311421
-6.5,-3.5,-3.73673,-0.315146
-4.5,-3.5,-3.73536,-0.330982
-4,-3.5,-3.73499,-0.335191
-3.5,-3.5,-3.7346,-0.339509
-3,-3.5,-3.73419,-0.343939
-2.5,-3.5,-3.73377,-0.348485
-2,-3.5,-3.73333,-0.353153
-1.5,-3.5,-3.73288,-0.357947
-1,-3.5,-3.7324,-0.362872
-0.5,-3.5,-3.73191,-0.367934
0,-3.5,-3.73139,-0.373139
0.5,-3.5,-3.73085,-0.378492
1,-3.5,-3.73029,-0.384
1.5,-3.5,-3.7297,-0.38967
2,-3.5,-3.72908,-0.395509
2.5,-3.5,-3.72844,-0.401524
3,-3.5,-3.20772,-1.1878
3.5,-3.5,-3.24329,-1.86543
5.5,-3.5,-4.20765,-1.89313
6,-3.5,-4.24304,-1.22941
6.5,-3.5,-3.72204,-0.457092
7,-3.5,-3.72104,-0.46513
7.5,-3.5,-3.71657,-0.465458
8,-3.5,-3.71376,-0.464138
8.5,-3.5,-3.714,-0.465009
9,-3.5,-3.71648,-0.471141
9.5,-3.5,-3.71517,-0.480771
10,-3.5,-3.71378,-0.490775
10.5,-3.5,-3.70803,-0.507747
11,-3.5,-3.6776,-0.542349
11.5,-3.5,-3.6187,-0.600712
12,-3.5,-3.51532,-0.708157
12.5,-3.5,-3.35753,-0.924305
13,-3.5,-3.18337,-1.36926
13.5,-3.5,-3.21751,-2.05385
15.5,-3.5,-4.18863,-2.12765
16,-3.5,-4.21813,-1.47125
16.5,-3.5,-4.03804,-1.0527
17,-3.5,-3.87365,-0.860793
17.5,-3.5,-3.76757,-0.78373
18,-3.5,-3.70611,-0.757397
18.5,-3.5,-3.67266,-0.755557
19,-3.5,-3.66338,-0.772209
19.5,-3.5,-3.6579,-0.796824
20,-3.5,-3.65273,-0.823087
20.5,-3.5,-3.64954,-0.855198
21,-3.5,-3.60479,-0.91265
21.5,-3.5,-3.53894,-0.99135
22,-3.5,-3.42751,-1.12148
22.5,-3.5,-3.25674,-1.36773
23,-3.5,-3.06899,-1.84245
23.5,-3.5,-3.10375,-2.54317
25.5,-3.5,-4.04383,-2.60901
26,-3.5,-3.98657,-2.02948
26.5,-3.5,-3.77993,-1.72067
27,-3.5,-3.60358,-1.62306
27.5,-3.5,-3.47812,-1.63194
28,-3.5,-3.38475,-1.69188
28.5,-3.5,-3.30177,-1.77787
29,-3.5,-3.23917,-1.88952
29.5,-3.5,-3.16373,-2.01328
30,-3.5,-3.07212,-2.15048
30.5,-3.5,-2.96007,-2.30228
31,-3.5,-2.82216,-2.46939
31.5,-3.5,-2.625,-2.625
32,-3.5,-2.25,-2.625
32.5,-3.5,-1.875,-2.625
33,-3.5,-1.5,-2.625
33.5,-3.5,-1.125,-2.625
34,-3.5,-0.75,-2.625
34.5,-3.5,-0.375,-2.625
35,-3.5,0,-2.625
35.5,-3.5,0.375,-2.625
36,-3.5,0.75,-2.625
36.5,-3.5,1.125,-2.625
37,-3.5,1.5,-2.625
37.5,-3.5,1.875,-2.625
38,-3.5,2.25,-2.625
38.5,-3.5,2.625,-2.625
39,-3.5,2.82216,-2.46939
39.5,-3.5,2.96007,-2.30228
-10,-3,-3.74169,-0.249446
-9.5,-3,-3.74151,-0.252236
-9,-3,-3.74131,-0.25509
-8.5,-3,-3.74111,-0.258008
-8,-3,-3.74091,-0.260993
-7.5,-3,-3.74069,-0.264049
-7,-3,-3.74047,-0.267176
-6.5,-3,-3.74024,-0.270379
-4.5,-3,-3.73923,-0.283992
-4,-3,-3.73895,-0.287612
-3.5,-3,-3.73867,-0.291325
-3,-3,-3.73837,-0.295134
-2.5,-3,-3.73806,-0.299045
-2,-3,-3.73773,-0.30306
-1.5,-3,-3.7374,-0.307183
-1,-3,-3.73705,-0.311421
-0.5,-3,-3.73668,-0.315776
0,-3,-3.7363,-0.320254
0.5,-3,-3.7359,-0.324861
1,-3,-3.73549,-0.329602
1.5,-3,-3.73505,-0.334482
2,-3,-3.7346,-0.339509
2.5,-3,-3.73413,-0.344688
3,-3,-3.73363,-0.350028
3.5,-3,-3.73311,-0.355534
5.5,-3,-3.73076,-0.379399
6,-3,-3.73009,-0.385872
6.5,-3,-3.72685,-0.389508
7,-3,-3.71699,-0.381994
7.5,-3,-3.70875,-0.368403
8,-3,-3.70612,-0.351289
8.5,-3,-3.71219,-0.337806
9,-3,-3.72528,-0.337248
9.5,-3,-3.72431,-0.345562
10,-3,-3.72329,-0.354202
10.5,-3,-3.7362,-0.371752
11,-3,-3.72448,-0.413971
11.5,-3,-3.69145,-0.474592
12,-3,-3.63864,-0.559046
12.5,-3,-3.57565,-0.684554
13,-3,-3.53922,-0.859461
13.5,-3,-3.57987,-1.05483
15.5,-3,-3.85236,-1.11694
16,-3,-3.88612,-0.943263
16.5,-3,-3.8431,-0.789207
17,-3,-3.77884,-0.69052
17.5,-3,-3.72444,-0.633337
18,-3,-3.6895,-0.600536
18.5,-3,-3.67551,-0.586792
19,-3,-3.68577,-0.598489
19.5,-3,-3.68167,-0.61999
20,-3,-3.68025,-0.643202
20.5,-3,-3.68833,-0.67925
21,-3,-3.68799,-0.727839
21.5,-3,-3.63116,-0.817813
22,-3,-3.57231,-0.920654
22.5,-3,-3.50324,-1.06624
23,-3,-3.45462,-1.26909
23.5,-3,-3.48161,-1.49385
25.5,-3,-3.7268,-1.63213
26,-3,-3.73156,-1.50221
26.5,-3,-3.66995,-1.41524
27,-3,-3.59289,-1.39448
27.5,-3,-3.5222,-1.4238
28,-3,-3.44679,-1.4772
28.5,-3,-3.40485,-1.57147
29,-3,-3.3541,-1.67705
29.5,-3,-3.29211,-1.7957
30,-3,-3.2156,-1.92936
30.5,-3,-3.12019,-2.08013
31,-3,-3,-2.25
31.5,-3,-2.625,-2.25
32,-3,-2.25,-2.25
32.5,-3,-1.875,-2.25
33,-3,-1.5,-2.25
33.5,-3,-1.125,-2.25
34,-3,-0.75,-2.25
34.5,-3,-0.375,-2.25
35,-3,0,-2.25
35.5,-3,0.375,-2.25
36,-3,0.75,-2.25
36.5,-3,1.125,-2.25
37,-3,1.5,-2.25
37.5,-3,1.875,-2.25
38,-3,2.25,-2.25
38.5,-3,2.625,-2.25
39,-3,3,-2.25
39.5,-3,3.12019,-2.08013
-10,-2.5,-3.74423,-0.208013
-9.5,-2.5,-3.7441,-0.210342
-9,-2.5,-3.74396,-0.212725
-8.5,-2.5,-3.74382,-0.215162
-8,-2.5,-3.74368,-0.217656
-7.5,-2.5,-3.74353,-0.220208
-7,-2.5,-3.74337,-0.22282
-6.5,-2.5,-3.74321,-0.225495
-4.5,-2.5,-3.74251,-0.236868
-4,-2.5,-3.74232,-0.239892
-3.5,-2.5,-3.74212,-0.242995
-3,-2.5,-3.74191,-0.246178
-2.5,-2.5,-3.74169,-0.249446
-2,-2.5,-3.74147,-0.252802
-1.5,-2.5,-3.74123,-0.256249
-1,-2.5,-3.74099,-0.259791
-0.5,-2.5,-3.74074,-0.263432
0,-2.5,-3.74047,-0.267176
0.5,-2.5,-3.74019,-0.271028
1,-2.5,-3.7399,-0.274993
1.5,-2.5,-3.7396,-0.279075
2,-2.5,-3.73929,-0.283279
2.5,-2.5,-3.73895,-0.287612
3,-2.5,-3.73861,-0.292079
3.5,-2.5,-3.73825,-0.296686
5.5,-2.5,-3.73661,-0.316662
6,-2.5,-3.73308,-0.319532
6.5,-2.5,-3.71708,-0.30911
7,-2.5,-3.69714,-0.285997
7.5,-2.5,-3.67831,-0.245692
8,-2.5,-3.67184,-0.190283
8.5,-2.5,-3.69051,-0.13764
9,-2.5,-3.73278,-0.118922
9.5,-2.5,-3.73211,-0.125893
10,-2.5,-3.73139,-0.133139
10.5,-2.5,-3.77354,-0.166107
11,-2.5,-3.78894,-0.235613
11.5,-2.5,-3.76667,-0.321459
12,-2.5,-3.72804,-0.405222
12.5,-2.5,-3.68935,-0.489357
13,-2.5,-3.6669,-0.576321
13.5,-2.5,-3.68199,-0.647698
15.5,-2.5,-3.77017,-0.696935
16,-2.5,-3.77708,-0.642115
16.5,-2.5,-3.75393,-0.57743
17,-2.5,-3.71435,-0.515881
17.5,-2.5,-3.6746,-0.455092
18,-2.5,-3.65097,-0.392692
18.5,-2.5,-3.66477,-0.347201
19,-2.5,-3.70505,-0.338913
19.5,-2.5,-3.70215,-0.357122
20,-2.5,-3.70853,-0.377581
20.5,-2.5,-3.74453,-0.432736
21,-2.5,-3.7543,-0.516732
21.5,-2.5,-3.74048,-0.599747
22,-2.5,-3.67848,-0.715248
22.5,-2.5,-3.63598,-0.814738
23,-2.5,-3.60953,-0.919853
23.5,-2.5,-3.61216,-1.01767
25.5,-2.5,-3.67559,-1.15876
26,-2.5,-3.67588,-1.14615
26.5,-2.5,-3.6508,-1.14121
27,-2.5,-3.61326,-1.15896
27.5,-2.5,-3.55756,-1.18585
28,-2.5,-3.53153,-1.26126
28.5,-2.5,-3.50005,-1.34617
29,-2.5,-3.46154,-1.44231
29.5,-2.5,-3.41387,-1.55176
30,-2.5,-3.3541,-1.67705
30.5,-2.5,-3.27809,-1.82116
31,-2.5,-3,-1.875
31.5,-2.5,-2.625,-1.875
32,-2.5,-2.25,-1.875
32.5,-2.5,-1.875,-1.875
33,-2.5,-1.5,-1.875
33.5,-2.5,-1.125,-1.875
34,-2.5,-0.75,-1.875
34.5,-2.5,-0.375,-1.875
35,-2.5,0,-1.875
35.5,-2.5,0.375,-1.875
36,-2.5,0.75,-1.875
36.5,-2.5,1.125,-1.875
37,-2.5,1.5,-1.875
37.5,-2.5,1.875,-1.875
38,-2.5,2.25,-1.875
38.5,-2.5,2.625,-1.875
39,-2.5,3,-1.875
39.5,-2.5,3.27809,-1.82116
-10,-2,-3.7463,-0.166502
-9.5,-2,-3.74622,-0.168369
-9,-2,-3.74613,-0.170279
-8.5,-2,-3.74604,-0.172232
-8,-2,-3.74595,-0.17423
-7.5,-2,-3.74585,-0.176276
-7,-2,-3.74576,-0.178369
-6.5,-2,-3.74565,-0.180513
-4.5,-2,-3.7452,-0.18963
-4,-2,-3.74508,-0.192055
-3.5,-2,-3.74495,-0.194543
-3,-2,-3.74482,-0.197096
-2.5,-2,-3.74468,-0.199716
-2,-2,-3.74453,-0.202407
-1.5,-2,-3.74438,-0.205172
-1,-2,-3.74423,-0.208013
-0.5,-2,-3.74406,-0.210933
0,-2,-3.74389,-0.213937
0.5,-2,-3.74371,-0.217027
1,-2,-3.74353,-0.220208
1.5,-2,-3.74333,-0.223483
2,-2,-3.74313,-0.226856
2.5,-2,-3.74292,-0.230334
3,-2,-3.7427,-0.233919
3.5,-2,-3.74246,-0.237617
5.5,-2,-3.74141,-0.253655
6,-2,-3.72361,-0.246338
6.5,-2,-3.6933,-0.224514
7,-2,-3.64894,-0.175647
7.5,-2,-3.59612,-0.0800089
8,-2,-3.56336,0.0757676
8.5,-2,-3.60522,0.254378
9,-2,-3.73895,0.337388
9.5,-2,-3.73852,0.331783
10,-2,-3.73806,0.325955
10.5,-2,-3.87172,0.231487
11,-2,-3.91344,0.0413659
11.5,-2,-3.87794,-0.129059
12,-2,-3.81576,-0.250837
12.5,-2,-3.76363,-0.332301
13,-2,-3.73116,-0.390668
13.5,-2,-3.71987,-0.431366
15.5,-2,-3.74547,-0.467226
16,-2,-3.73283,-0.443727
16.5,-2,-3.69992,-0.403334
17,-2,-3.6472,-0.340094
17.5,-2,-3.5843,-0.236859
18,-2,-3.54792,-0.0853683
18.5,-2,-3.5886,0.0853517
19,-2,-3.72104,0.15987
19.5,-2,-3.71917,0.145107
20,-2,-3.74816,0.125496
20.5,-2,-3.8657,-0.00950257
21,-2,-3.88631,-0.213971
21.5,-2,-3.84325,-0.382392
22,-2,-3.78804,-0.492452
22.5,-2,-3.72417,-0.599656
23,-2,-3.69104,-0.670935
23.5,-2,-3.67684,-0.728613
25.5,-2,-3.68567,-0.85306
26,-2,-3.68193,-0.871384
26.5,-2,-3.66827,-0.892572
27,-2,-3.63803,-0.909509
27.5,-2,-3.62338,-0.966235
28,-2,-3.60571,-1.0302
28.5,-2,-3.58417,-1.10282
29,-2,-3.55756,-1.18585
29.5,-2,-3.52423,-1.28154
30,-2,-3.48179,-1.39272
30.5,-2,-3.375,-1.5
31,-2,-3,-1.5
31.5,-2,-2.625,-1.5
32,-2,-2.25,-1.5
32.5,-2,-1.875,-1.5
33,-2,-1.5,-1.5
33.5,-2,-1.125,-1.5
34,-2,-0.75,-1.5
34.5,-2,-0.375,-1.5
35,-2,0,-1.5
35.5,-2,0.375,-1.5
36,-2,0.75,-1.5
36.5,-2,1.125,-1.5
37,-2,1.5,-1.5
37.5,-2,1.875,-1.5
38,-2,2.25,-1.5
38.5,-2,2.625,-1.5
39,-2,3,-1.5
39.5,-2,3.375,-1.5
-10,-1.5,-3.74792,-0.124931
-9.5,-1.5,-3.74787,-0.126333
-9,-1.5,-3.74782,-0.127767
-8.5,-1.5,-3.74777,-0.129234
-8,-1.5,-3.74772,-0.130734
-7.5,-1.5,-3.74767,-0.132271
-7,-1.5,-3.74761,-0.133843
-6.5,-1.5,-3.74755,-0.135454
-4.5,-1.5,-3.7473,-0.142302
-4,-1.5,-3.74723,-0.144124
-3.5,-1.5,-3.74716,-0.145993
-3,-1.5,-3.74708,-0.147911
-2.5,-1.5,-3.747,-0.14988
-2,-1.5,-3.74692,-0.151902
-1.5,-1.5,-3.74684,-0.15398
-1,-1.5,-3.74675,-0.156115
-0.5,-1.5,-3.74666,-0.158309
0,-1.5,-3.74656,-0.160567
0.5,-1.5,-3.74646,-0.16289
1,-1.5,-3.74636,-0.16528
1.5,-1.5,-3.74625,-0.167742
2,-1.5,-3.74613,-0.170279
2.5,-1.5,-3.74601,-0.172893
3,-1.5,-3.74589,-0.175588
3.5,-1.5,-3.74576,-0.178369
5.5,-1.5,-3.73717,-0.187005
6,-1.5,-3.70672,-0.174569
6.5,-1.5,-3.651,-0.140805
7,-1.5,-3.55263,-0.0566052
7.5,-1.5,-3.39653,0.143662
8,-1.5,-3.22417,0.572067
8.5,-1.5,-3.26023,1.23939
9,-1.5,-3.74377,1.63586
9.5,-1.5,-3.74353,1.63164
10,-1.5,-3.74327,1.62726
10.5,-1.5,-4.22676,1.22215
11,-1.5,-4.25969,0.548711
11.5,-1.5,-4.07171,0.127607
12,-1.5,-3.89605,-0.052549
12.5,-1.5,-3.77922,-0.0993392
13,-1.5,-3.71741,-0.080492
13.5,-1.5,-3.70599,-0.0429974
